Title,Artist,Nationality,Gender,Date,Medium,Classification,Department,DateAcquired,Height (cm),Width (cm)
"Chagall, Kunsthaus Zürich, Dezember 1950-Januar 1951",Marc Chagall,(French),(Male),1950,Auto lithograph,Design,Architecture & Design,5/20/52,101,65.1
Salon des Cent - 42e exposition,Boutrou,(French),(),1899,Photogravure and pochoir,Design,Architecture & Design,3/19/56,57.6,41
"Teatre du Vieux Colombien, Jean Baptiste, Le Mal Aimé",Jean Cocteau,(French),(Male),1948,Lithograph,Design,Architecture & Design,5/20/52,64.9,39.6
Exposition - January 1898,Cause,(French),(),1898,Poster,Design,Architecture & Design,3/19/56,,
Exhibition Artist's Work,Coulon,(French),(),1900-1952,Poster,Design,Architecture & Design,5/20/52,,
"7eme Exposition du Salon des 100, Décembre 1894",Cazals,(French),(Male),1894,Lithograph,Design,Architecture & Design,3/19/56,40,29
"5me Exposition, October 1-31, 1894",Georges de Feure,(French),(Male),1894,Poster,Design,Architecture & Design,3/19/56,,
"5me Exposition, October 1-31, 1894",Georges de Feure,(French),(Male),1894,Poster,Design,Architecture & Design,3/19/56,,
"Raoul Dufy, Aquarelles et Dessins, 1947",Raoul Dufy,(French),(Male),1947,Lithograph,Design,Architecture & Design,5/20/52,65.6,51
22eme Exposition du Salon des Cent,Henri Detouche,(French),(Male),1896,Lithograph,Design,Architecture & Design,3/19/56,25,18
XVIe Exposition du Salon des Cent,André Des Gachons,(French),(Male),1895,Lithograph,Design,Architecture & Design,3/19/56,60,40.5
"Exposition André des Gachons, January 15 - February 15",André Des Gachons,(French),(Male),1898,Lithograph,Design,Architecture & Design,3/19/56,,
"Arp, Max Ernst, A. Giacometti, Miro, Gonzalez",Max Ernst,(French),(Male),1934,Letterpress,Design,Architecture & Design,5/20/52,96.8,69.5
40e Exposition. October-November,Henri Evenepoel,(French),(Male),1899,Lithograph,Design,Architecture & Design,3/19/56,,
Poster for Bonal aperitif,A. M. Cassandre,(French),(Male),1935,Lithograph,Design,Architecture & Design,4/24/50,157.4803,118.1102
"Études de F. Gottlob, December 1-31",Gottlob,(French),(Male),1880-1900,Poster,Design,Architecture & Design,3/19/56,,
Dubonnet,A. M. Cassandre,(French),(Male),1935,Lithograph,Design,Architecture & Design,3/19/37,139.7003,203.2004
Dubo Dubon Dubonnet,A. M. Cassandre,(French),(Male),1932,Lithograph,Design,Architecture & Design,4/24/50,44.5,115.6
Jusqu'a L'Abstraction,Vasily Kandinsky,(French),(Male),Unknown,Lithograph,Design,Architecture & Design,5/20/52,,
"Salon des Cent, Exoposition E. Grasset",Eugène Grasset,(French),(Male),1894,Lithograph and letterpress,Design,Architecture & Design,3/19/56,60.6,41.3
Everywhere At Your Service - Wagon Lits,A. M. Cassandre,(French),(Male),1933,Poster,Design,Architecture & Design,3/17/37,161.3,120.7
Dubonnet,A. M. Cassandre,(French),(Male),1935,Poster,Design,Architecture & Design,4/24/50,,
"Le Corbusier, Oeuvre Plastique 1919-1937",Le Corbusier (Charles-Édouard Jeanneret),(French),(Male),1937,Lithograph,Design,Architecture & Design,5/20/52,100,70.3
Sculptress,Eugène Grasset,(French),(Male),1880-1910,Poster,Design,Architecture & Design,3/19/56,,
Voisin Automobiles,Charles Loupot,(French),(Male),1923,Lithograph,Design,Architecture & Design,4/27/88,162.5,121.5
Restaurez-Vous au Wagon-Bar,A. M. Cassandre,(French),(Male),1932,Lithograph,Design,Architecture & Design,4/24/50,61.9,100
Œuvres d'Amérique 1940 - 1945,Fernand Léger,(French),(Male),1946,Lithograph,Design,Architecture & Design,5/20/52,58.42011684,41.91008382
"Exposition Albert Guillaume, 1896",Albert Guillaume,(French),(Male),1896,Poster,Design,Architecture & Design,3/19/56,,
1935 Peugeot,Paul Colin,(French),(Male),1935,Lithograph,Design,Architecture & Design,4/24/50,159.7028,118.4277
"Paintings, Drawings, Sculptures, Tapestries",Henri Matisse,(French),(Male),1950,Poster,Design,Architecture & Design,5/20/52,74.29514859,52.07010414
"Salon des Cent, 38eme Exposition d'Ensemble",Arsène Herbinier,(French),(),1899,Lithograph,Design,Architecture & Design,3/19/56,65,47
Jean-Pierre Aumont,Paul Colin,(French),(Male),1930s,Photolithograph,Design,Architecture & Design,4/24/50,156.2,113
Recent Paintings and Drawings,Henri Matisse,(French),(Male),1884-1952,Poster,Design,Architecture & Design,5/20/52,29.84505969,37.46507493
"Salon des Cent, Quatrième Exposition, du 1er au 30 août 1894, au Casino de Boulogne-Sur-Mer",Henri-Gustave Jossot,(French),(Male),1894,Lithograph and letterpress,Design,Architecture & Design,3/19/56,64.8,50.1
"Pas d' R..Pas d'Appetit, Prenez L'R Aperitif Superieur",Paul Colin,(French),(Male),1933,Lithograph,Design,Architecture & Design,4/24/50,149.2,97.8
"Nice, Travail et Joie",Henri Matisse,(French),(Male),1947,Lithograph,Design,Architecture & Design,5/20/52,99,64
"Exposition Charles Lacoste, Salon des Cent",Charles Lacoste,(French),(Male),1898,Lithograph,Design,Architecture & Design,3/19/56,60,40
"Poster for a recording of songs by Yvonne Legeay, Disques Pathé",Paul Colin,(French),(Male),1933,Lithograph,Design,Architecture & Design,4/24/50,158.8,118.1
"Salon des Cents, Exposition des dessins originaux du Fin de Siècle",Charles Lapierre,(French),(),1890-1910,Lithograph,Design,Architecture & Design,3/19/56,58.9,41
"Salon des Cent, 13e Exposition",Lebegue,(French),(),1880-1900,Lithograph,Design,Architecture & Design,3/19/56,50.16510033,64.13512827
Au Printemps 9 Petite Foire - Primavera - de l'Artisanat Francais,Raoul Dufy,(French),(Male),1900-1950,Poster,Design,Architecture & Design,4/24/50,73.66014732,52.07010414
"Exhibition, Les mains eblouies",Serge Rezvani,(French),(Male),1900-1952,Poster,Design,Architecture & Design,5/20/52,,
Exposition d'Œuvres d'Alphonse Lévy,Alphonse Levy,(French),(Male),1897,Lithograph,Design,Architecture & Design,3/19/56,60.96012192,43.18008636
Ballet Russes de Monte-Carlo,André Masson,(French),(Male),1933,Lithograph,Design,Architecture & Design,4/24/50,116.2,75.6
"Galerie Maeght, Richier, Sculptures",Germaine Richier,(French),(Female),1948,Lithograph,Design,Architecture & Design,5/20/52,57.6,38.2
"31eme Exposition d'Ensemble, Salon des Cent",Lobel,(French),(),1897,Lithograph,Design,Architecture & Design,3/19/56,60,42
"Exposition F. Maglin, November 1-30, 1899",F. Maglin,(French),(),1899,Poster,Design,Architecture & Design,3/19/56,,
Elle les Éclipse Toutes Mazda Platina,Jacques Nathan-Garamond,(French),(Male),c. 1938,Lithograph,Design,Architecture & Design,3/7/68,115.8,160
Poster for an exhibition of works by Émile-Alfred Dezaunay at Chez Moline,Maxine Emile Louis Maufra,(French),(Male),1897,Lithograph,Design,Architecture & Design,3/19/56,,
Exhibition poster - Collages,Henri Laurens,(French),(Male),1955,Poster,Design,Architecture & Design,6/16/55,40.6,61
"F. Léger, Museum Morsbroich - Leverkusen",Fernand Léger,(French),(Male),1955,Photolithograph,Design,Architecture & Design,6/16/55,76.83515367,57.1501143
"Rentrée des Classes, Achetez dès Maintenant",Jacques Nathan-Garamond,(French),(Male),1930s,Lithograph,Design,Architecture & Design,4/24/50,65.1,51.1
"Exposition de L'Habitation, Grand Palais, Paris",Jacques Nathan-Garamond,(French),(Male),1935,Lithograph,Design,Architecture & Design,4/24/50,159.4,118.7
"Exhibition poster - Hannover, Germany",André Masson,(French),(Male),1955,Poster,Design,Architecture & Design,6/16/55,41.9,61
L'Eau Qui Fait Pschitt,Raymond Savignac,(French),(Male),1950,Offset lithograph,Design,Architecture & Design,3/7/68,229.2,159.4
"Exposition de L'Habitation, Grand Palais, Paris",Jacques Nathan-Garamond,(French),(Male),1934,Lithograph,Design,Architecture & Design,4/24/50,158.4328169,117.7927356
"Exposition d'Ensemble, 1895",Rocher,(French),(),1895,Poster,Design,Architecture & Design,3/19/56,,
Musée des Arts Décoratifs - Arts et Publicité,Jacques Nathan-Garamond,(French),(Male),1955,Poster,Design,Architecture & Design,6/16/55,60.3,40.3
"Salon des Cent, exposition de l'œuvre de Gaston Roullet du 8 au 28 février 1895",Gaston Roullet,(French),(Male),1894-1895,Lithograph,Design,Architecture & Design,3/19/56,60,40
"A La Bodiniére, 18 Rue St. Lazare, Exposition de L'Oeuvre Dessiné et Peint de T.A. Steinlen",Théophile-Alexandre Steinlen,(French),(Male),1894,Lithograph,Design,Architecture & Design,3/7/68,60.3,80
"Salon des Cent, XXVIe exposition d'ensemble",Adolphe-Léon Willette,(French),(Male),1897,Lithograph,Design,Architecture & Design,3/19/56,54.5,43
TSF UNIC (Poster for Télégraphie sans Fil),Lina Zervudaki,(French),(Female),1930s,Lithograph,Design,Architecture & Design,4/24/50,79.37515875,59.05511811
Tabarin,Fernand Fau,(French),(Male),1896,Lithograph,Design,Architecture & Design,3/19/56,63.500127,49.53009906
"Salon des Cent, Janvier 1895",René Georges Hermann-Paul,(French),(Male),1894-95,Lithograph,Design,Architecture & Design,3/19/56,63,49.1
"Salon des Cent, Nouvelle exposition d'ensemble, février 1896",Armand M. Rassenfosse,(French),(Male),1895-96,Lithograph,Design,Architecture & Design,3/19/56,62.9,43.1
"Salon des 100, 14 exposition",Fernand Fau,(French),(Male),1895,Lithograph,Design,Architecture & Design,3/19/56,59.69011938,40.00508001
"Salon des Cent, Exposition d'ensemble, mars 1895",Philibert-Paul Charbonnier,(French),(),1895,Screenprint,Design,Architecture & Design,3/19/56,50,65
Exposition de Dessins Originaux et d'Estampes,Armand M. Rassenfosse,(French),(Male),1896,Lithograph,Design,Architecture & Design,3/19/56,56.3,76.7
"Bible, Marc Chagall, Verve 33-34",Marc Chagall,(French),(Male),1956,Auto lithograph in six colors,Design,Architecture & Design,3/7/68,63.5,41.2
"Folies-Bergère, La Loïe Fuller (Loïe Fuller at the Folies-Bergère)",Jules Chéret,(French),(Male),1893,Lithograph,Design,Architecture & Design,3/7/68,123.2,87.6
Collages 1912 - 1955,Jean (Hans) Arp,(French),(Male),1955,Lithograph,Design,Architecture & Design,4/4/56,67.3,47.6
Voyagez la Nuit en Wagons-Lits,A. M. Cassandre,(French),(Male),1930,Lithograph,Design,Architecture & Design,5/8/73,99.7,63.5
"Astral, Peinture Émail",Raymond Savignac,(French),(Male),1949,Offset lithograph,Design,Architecture & Design,3/7/68,140.2,99.7
"G. Braque, Braque Graveur, Berggruen & Cie",Georges Braque,(French),(Male),1953,Lithograph in six colors,Design,Architecture & Design,4/4/56,60.9,41.9
(Exhibition. Paintings. 1953),Le Corbusier (Charles-Édouard Jeanneret),(French),(Male),Unknown,Poster,Design,Architecture & Design,4/4/56,74.9,52.7
Le Corbusier - Poeme de L'Angle Droit,Le Corbusier (Charles-Édouard Jeanneret),(French),(Male),1955,Lithograph,Design,Architecture & Design,4/4/56,62.2,40
La Critique,Henri-Gustave Jossot,(French),(Male),1896,Lithograph,Design,Architecture & Design,3/7/68,64.1,49.5
"Sculptures Polychromes F. Léger, Galerie Louis Carré",Fernand Léger,(French),(Male),1953,Lithograph,Design,Architecture & Design,4/4/56,66,49.5
Pains d'Epices de Dijon,Henri-Gustave Jossot,(French),(Male),1894,Lithograph,Design,Architecture & Design,3/7/68,129.5,93.3
F. Léger,Fernand Léger,(French),(Male),1953,Photolithograph,Design,Architecture & Design,4/4/56,66,48.2
La Dépêche de Toulouse,Maurice Denis,(French),(Male),1892,Lithograph,Design,Architecture & Design,3/7/68,138.4,95.2
Yvette Guilbert,Théophile-Alexandre Steinlen,(French),(Male),1894,Lithograph,Design,Architecture & Design,3/7/68,152.4,80
Affiches d'expositions pour le centenaire Mourlot,Henri Matisse,(French),(Male),1952,Lithograph,Design,Architecture & Design,4/4/56,64.8,49.5
"Gaz Cuit-Chauffe-Glace (Gas, It Cooks, Heats, Cools)",Francis Bernard,(French),(Male),1928,Lithograph,Design,Architecture & Design,5/27/87,160,120
Cover,A. M. Cassandre,(French),(Male),1928,Gravure,Design,Architecture & Design,5/27/87,24.7,36.8
Étoile du Nord,A. M. Cassandre,(French),(Male),1927,Lithograph,Design,Architecture & Design,5/27/87,105.2,75.5
"LMS The Best Way, London Midland and Scottish Ry",A. M. Cassandre,(French),(Male),1928,Lithograph,Design,Architecture & Design,5/27/87,101.5,63
Paris Liege en 4 Heures 367 Kms. sans Arrêt,J. P. Junot,(French),(),1930,Lithograph,Design,Architecture & Design,5/27/87,97.8,62
"J'ai Faim Merci Poster celebrating 10th Anniversary of ""Tategumi Yokogumi"" Magazine",Atelier de Creation Graphique,(French),(),1993,Offset lithograph,Design,Architecture & Design,5/3/94,102.8,23
Pernod Fils,A. M. Cassandre,(French),(Male),1934,Lithograph,Design,Architecture & Design,10/7/86,160.2,119.5
"Ecosse, par les Trains de Luxe, LMS (Scotland by Luxury Train)",A. M. Cassandre,(French),(Male),1928,Lithograph,Design,Architecture & Design,11/12/35,101.9,63.5
"LMS, The Best Way, London Midland and Scottish Ry",A. M. Cassandre,(French),(Male),1928,Lithograph,Design,Architecture & Design,11/12/35,101.6,63.5
Triplex (Poster for a safety glass manufacturer),A. M. Cassandre,(French),(Male),1930,Lithograph,Design,Architecture & Design,11/12/35,120.3,79.7
"SS. ""Côte D'Azur"" (Poster for Chemin de Fer du Nord)",A. M. Cassandre,(French),(Male),1931,Lithograph,Design,Architecture & Design,11/12/35,99.1,61
Exposition des Arts Incoherents,Jules Chéret,(French),(Male),1886,Lithograph,Design,Architecture & Design,4/6/65,83.8,121.9
Grand-Sport,A. M. Cassandre,(French),(Male),1931,Lithograph of gouache original,Design,Architecture & Design,11/12/35,158.8,117.5
"Air Orient, Poste Aérienne",A. M. Cassandre,(French),(Male),1932,Lithograph of gouache and photomontage,Design,Architecture & Design,11/12/35,80.6,60
"Dubonnet, Vin Tonique au Quinquina",A. M. Cassandre,(French),(Male),1932,Lithograph of gouache original,Design,Architecture & Design,11/12/35,52.70510541,43.81508763
Grande Quinzaine Internationale de Lawn-Tennis,A. M. Cassandre,(French),(Male),1932,Lithograph of gouache original,Design,Architecture & Design,11/12/35,158.8,118.7
"Spidoléine, Sécurité",A. M. Cassandre,(French),(Male),1932,Lithograph,Design,Architecture & Design,11/12/35,158.8,118.7
Restaurez-Vous au Wagon-Bar,A. M. Cassandre,(French),(Male),1935,Lithograph,Design,Architecture & Design,11/12/35,100.6,62.2
Wagons Lits Cook,A. M. Cassandre,(French),(Male),1933,Lithograph of gouache original,Design,Architecture & Design,11/12/35,157.5,117.5
Angleterre,A. M. Cassandre,(French),(Male),1934,Lithograph,Design,Architecture & Design,11/12/35,310.896,228.6
"G. des Fêtes de Paris, Du 17 Juin au 8 Juillet 1934",A. M. Cassandre,(French),(Male),1934,Lithograph,Design,Architecture & Design,11/12/35,159.3853188,118.4277369
"Bildhauser Zeichen, Institut Francais Innsbruck",Jean (Hans) Arp,(French),(Male),1952,Lithograph after woodcut,Design,Architecture & Design,4/7/53,46.9901,67.3101
Dubonnet,A. M. Cassandre,(French),(Male),1935,Lithograph,Design,Architecture & Design,11/12/35,315,393.1
Fêtes de Paris,A. M. Cassandre,(French),(Male),1935,Lithograph,Design,Architecture & Design,11/12/35,159.4,118.1
Nicolas,A. M. Cassandre,(French),(Male),1935,Lithograph,Design,Architecture & Design,11/12/35,400.0508,476.251
Normandie,A. M. Cassandre,(French),(Male),1935,Lithograph,Design,Architecture & Design,11/12/35,99.7,61.9
Fêtes de Paris,A. M. Cassandre,(French),(Male),1935,Lithograph,Design,Architecture & Design,11/12/35,99.7,61.6
Fêtes de Paris,A. M. Cassandre,(French),(Male),1935,Lithograph,Design,Architecture & Design,11/12/35,99.7,61.6
Fêtes de Paris,A. M. Cassandre,(French),(Male),1935,Lithograph,Design,Architecture & Design,11/12/35,99.7,61.6
"G. des Fêtes de Paris, Du 17 Juin au 8 Juillet 1934",A. M. Cassandre,(French),(Male),1934,Lithograph,Design,Architecture & Design,11/12/35,100.3,61.9
"Fly to Europe, Pan American",Jean Carlu,(French),(Male),1949,Poster,Design,Architecture & Design,4/7/53,106.3627127,70.48514097
International Film Festival of Cannes,Paul Colin,(French),(Male),1946,Lithograph,Design,Architecture & Design,4/7/53,154.6228092,111.7602235
"Lys Chantilly, Chemin de Fer du Nord, Correspondances Automoblies S.T.A.R.N.",A. M. Cassandre,(French),(Male),1930,Poster,Design,Architecture & Design,12/4/57,,
Fête de Charité,Jules Chéret,(French),(Male),1890,Lithograph,Design,Architecture & Design,12/4/57,124.5,86.1
"Palais du Trocadéro, samedi 27 mai à 2 heures, Fête de Charité, donnée au bénéfice de la Société de secours aux familles des",Jules Chéret,(French),(Male),1893,,Design,Architecture & Design,12/4/57,,
Cascabel,Jules Chéret,(French),(Male),1877-79,Lithograph,Design,Architecture & Design,12/4/57,127,88.5
Frankrig,Leonetto Cappiello,(French),(Male),1937,Lithograph,Design,Architecture & Design,5/12/43,100.3302007,62.23012446
"Lac Blanc, Hautes Vosges (Poster for Chemin de Fer de l'Est)",Theo Doro (Théodore Pfeifer),(French),(Male),1930,Lithograph,Design,Architecture & Design,5/12/43,99.69519939,62.86512573
"Paris 1937 Exposition Internationale, Mai-Novembre",Paul Colin,(French),(Male),1937,Photolithograph,Design,Architecture & Design,5/12/43,100.0127,61.9126
"Visit the Castle of the Loire, 1956",J. Jacquelin,(French),(),1956,Poster,Design,Architecture & Design,12/4/57,,
Paris,A. M. Cassandre,(French),(Male),1900-1943,Silkscreen,Design,Architecture & Design,5/12/43,100.3302007,61.59512319
"Côte d'Azur, Pullman Express",Pierre Fix-Masseau,(French),(Male),1929,Lithograph,Design,Architecture & Design,5/12/43,99.7,61.3
Moda Polska (Polish Fashion),Roman Cieslewicz,(French),(Male),1959,Photolithograph,Design,Architecture & Design,11/8/61,68.58013716,46.99009398
"Dubuffet Grafik, Silkeborg Kunstmuseum, Danmark",Jean Dubuffet,(French),(Male),1961,Photolithograph,Design,Architecture & Design,11/8/61,75.9,53.7
